0,35,35,0,0,0,230,0,0,0,0,0,0,0,0,0,0
1,41,49,10,10,130,201,7,2,0,0,0,0,0,0,0,0
2,35,17,10,7,20,89,2,5,10,2,0,0,0,0,0,0
3,55,45,10,13,106,135,16,1,0,0,0,0,0,0,0,0
4,55,20,10,19,71,195,2,7,15,2,2,7,0,0,0,0
5,15,30,10,26,20,107,6,3,2,5,0,0,0,0,0,0
6,25,30,10,3,54,153,7,2,0,0,0,0,0,0,0,0
7,20,50,10,5,66,105,2,4,0,0,0,0,0,0,0,0
8,10,43,10,9,61,138,2,6,4,4,0,0,0,0,0,0
9,55,60,10,16,53,150,7,2,0,0,0,0,0,0,0,0
10,30,60,10,16,101,156,6,4,10,2,8,1,0,0,0,0
11,20,65,10,12,33,152,2,6,9,1,0,0,0,0,0,0
12,50,35,10,19,38,97,12,2,8,1,0,0,0,0,0,0
13,30,25,10,23,70,208,2,7,5,4,11,2,0,0,0,0
14,15,10,10,20,32,137,6,4,2,8,4,6,0,0,0,0
15,30,5,10,8,30,154,2,4,0,0,0,0,0,0,0,0
16,10,20,10,19,54,105,6,2,0,0,0,0,0,0,0,0
17,5,30,10,2,51,189,2,8,4,3,2,6,0,0,0,0
18,20,40,10,12,77,106,14,1,0,0,0,0,0,0,0,0
19,15,60,10,17,53,108,2,4,0,0,0,0,0,0,0,0
20,45,65,10,9,109,152,2,8,13,2,6,3,0,0,0,0
21,45,20,10,11,37,96,2,6,14,1,0,0,0,0,0,0
22,45,10,10,18,59,144,6,2,0,0,0,0,0,0,0,0
23,55,5,10,29,36,155,11,2,8,3,7,3,0,0,0,0
24,65,35,10,3,118,190,12,2,7,1,2,7,0,0,0,0
25,65,20,10,6,47,186,2,6,4,4,0,0,0,0,0,0
