0,40,50,0,0,0,1236,0,0,0,0,0,0,0,0,0,0
1,45,68,90,10,912,967,15,1,0,0,0,0,0,0,0,0
2,45,70,90,30,825,870,15,1,0,0,0,0,0,0,0,0
3,42,66,90,10,65,146,6,4,13,1,5,3,0,0,0,0
4,42,68,90,10,727,782,15,2,4,4,0,0,0,0,0,0
5,42,65,90,10,15,67,6,3,10,2,0,0,0,0,0,0
6,40,69,90,20,621,702,2,4,0,0,0,0,0,0,0,0
7,40,66,90,20,170,225,7,4,4,2,14,1,0,0,0,0
8,38,68,90,20,255,324,7,2,0,0,0,0,0,0,0,0
9,38,70,90,10,534,605,2,5,3,8,0,0,0,0,0,0
10,35,66,90,10,357,410,2,8,10,2,5,2,0,0,0,0
11,35,69,90,10,448,505,6,4,13,1,2,3,0,0,0,0
12,25,85,90,20,652,721,6,4,8,2,6,2,0,0,0,0
13,22,75,90,30,30,92,7,4,6,2,8,3,0,0,0,0
14,22,85,90,10,567,620,2,8,3,3,14,2,0,0,0,0
15,20,80,90,40,384,429,7,2,0,0,0,0,0,0,0,0
16,20,85,90,40,475,528,6,4,3,3,6,3,0,0,0,0
17,18,75,90,20,99,148,2,5,13,1,0,0,0,0,0,0
18,15,75,90,20,179,254,2,3,0,0,0,0,0,0,0,0
19,15,80,90,10,278,345,6,2,0,0,0,0,0,0,0,0
20,30,50,90,10,10,73,2,4,0,0,0,0,0,0,0,0
21,30,52,90,20,914,965,2,6,7,1,0,0,0,0,0,0
22,28,52,90,20,812,883,2,6,10,2,0,0,0,0,0,0
23,28,55,90,10,732,777,2,3,0,0,0,0,0,0,0,0
24,25,50,90,10,65,144,2,8,3,3,14,2,0,0,0,0
25,25,52,90,40,169,224,2,5,11,1,0,0,0,0,0,0
