0,40,50,0,0,0,240,0,0,0,0,0,0,0,0,0,0
1,25,85,10,20,0,191,2,4,0,0,0,0,0,0,0,0
2,22,75,10,30,0,199,2,8,6,4,10,2,0,0,0,0
3,22,85,10,10,0,190,2,4,0,0,0,0,0,0,0,0
4,20,80,10,40,141,171,2,4,0,0,0,0,0,0,0,0
5,20,85,10,20,0,189,15,2,2,6,0,0,0,0,0,0
6,18,75,10,20,95,125,6,2,0,0,0,0,0,0,0,0
7,15,75,10,20,0,194,7,4,3,6,6,2,0,0,0,0
8,15,80,10,10,91,121,6,2,0,0,0,0,0,0,0,0
9,10,35,10,20,91,121,9,1,0,0,0,0,0,0,0,0
10,10,40,10,30,119,149,2,3,0,0,0,0,0,0,0,0
11,8,40,10,40,59,89,15,1,0,0,0,0,0,0,0,0
12,8,45,10,20,0,197,2,7,2,5,9,1,0,0,0,0
13,5,35,10,10,142,172,7,2,0,0,0,0,0,0,0,0
14,5,45,10,10,0,194,6,2,6,2,15,1,0,0,0,0
15,2,40,10,20,58,88,16,2,6,2,0,0,0,0,0,0
16,0,40,10,20,0,188,15,1,0,0,0,0,0,0,0,0
17,0,45,10,20,149,179,2,8,6,2,14,1,0,0,0,0
18,44,5,10,20,0,184,13,1,8,4,5,3,0,0,0,0
19,42,10,10,40,0,189,2,3,0,0,0,0,0,0,0,0
20,42,15,10,10,0,194,2,7,2,8,12,1,0,0,0,0
21,40,5,10,10,0,185,2,8,6,1,2,5,0,0,0,0
22,40,15,10,40,92,122,7,3,2,8,0,0,0,0,0,0
23,38,5,10,30,65,95,2,7,2,4,3,6,0,0,0,0
24,38,15,10,10,0,194,7,2,5,3,0,0,0,0,0,0
25,35,5,10,20,154,184,2,8,4,8,6,3,0,0,0,0
