0,40,50,0,0.0,0,240,0,0,0,0,0,0,0,0
1,57,56,10,0.0,157,195,12,1,0,0,0,0,0,0
2,51,56,10,0.0,51,83,11,2,13,2,10,2,4,5
3,53,59,10,0.0,59,173,5,4,4,4,4,1,8,2
4,53,62,10,0.0,22,78,2,7,0,0,0,0,0,0
5,58,58,10,0.0,71,111,2,3,2,4,0,0,0,0
6,56,56,10,0.0,154,204,4,4,12,2,3,5,6,1
7,56,59,10,0.0,79,203,4,6,2,1,3,3,0,0
8,53,60,10,0.0,30,38,4,4,4,3,11,1,6,1
9,58,63,10,0.0,86,142,2,2,0,0,0,0,0,0
10,37,86,10,0.0,38,110,4,4,3,4,8,1,7,1
11,33,87,10,0.0,90,116,8,1,0,0,0,0,0,0
12,35,84,10,0.0,51,123,2,5,4,1,5,3,14,2
13,14,96,10,0.0,127,167,14,2,8,1,3,5,2,3
14,20,2,10,0.0,135,139,4,1,0,0,0,0,0,0
15,70,52,10,0.0,9,83,12,1,13,2,0,0,0,0
16,95,27,10,0.0,114,190,14,2,5,4,2,2,7,1
17,45,77,10,0.0,64,70,12,2,4,7,3,2,4,1
18,33,40,10,0.0,124,176,4,3,14,1,7,2,0,0
19,83,90,10,0.0,70,160,10,2,8,1,2,5,11,1
20,58,15,10,0.0,88,152,12,2,10,2,3,7,4,7
21,8,65,10,0.0,163,217,13,1,3,2,0,0,0,0
22,11,18,10,0.0,63,143,5,3,4,4,4,1,0,0
23,61,68,10,0.0,59,183,12,1,9,2,0,0,0,0
24,86,43,10,0.0,0,156,2,3,8,1,0,0,0,0
25,36,93,10,0.0,6,118,5,1,0,0,0,0,0,0
