0,40,50,0,0.0,0,240,0,0,0,0
1,37,85,10,0.0,89,145,2,7,12,2
2,36,83,10,0.0,106,162,2,4,0,0
3,37,84,10,0.0,59,115,2,9,0,0
4,35,81,10,0.0,155,211,16,2,17,1
5,37,81,10,0.0,68,124,6,2,0,0
6,38,83,10,0.0,162,218,7,4,6,4
7,35,85,10,0.0,39,95,7,3,0,0
8,36,85,10,0.0,23,79,6,5,15,1
9,70,36,10,0.0,26,82,3,9,4,5
10,74,37,10,0.0,28,84,11,1,0,0
11,71,31,10,0.0,48,104,17,1,0,0
12,73,37,10,0.0,46,102,17,1,0,0
13,5,51,10,0.0,122,178,17,2,9,1
14,3,30,10,0.0,107,163,6,4,14,1
15,53,80,10,0.0,80,136,7,5,3,5
16,78,5,10,0.0,94,150,18,1,0,0
17,28,55,10,0.0,86,142,2,4,0,0
18,41,18,10,0.0,134,190,3,9,4,5
19,91,68,10,0.0,97,153,2,6,10,5
20,66,43,10,0.0,108,164,18,2,18,1
21,16,93,10,0.0,117,173,2,6,4,9
22,22,12,10,0.0,56,112,6,3,0,0
23,72,62,10,0.0,37,93,2,8,0,0
24,97,37,10,0.0,39,95,17,1,0,0
25,47,87,10,0.0,135,191,16,2,2,5
