0,40,50,0,0.0,0,960,0,0,0,0,0,0,0,0
1,70,12,10,0.0,653,943,13,1,2,2,0,0,0,0
2,72,12,10,0.0,126,584,4,2,3,6,0,0,0,0
3,71,7,10,0.0,175,885,2,4,4,2,6,4,0,0
4,71,6,10,0.0,114,356,12,2,4,4,8,2,13,1
5,71,10,10,0.0,47,351,5,3,8,4,2,2,0,0
6,73,11,10,0.0,759,919,4,2,10,1,0,0,0,0
7,68,13,10,0.0,0,418,2,4,3,7,4,2,0,0
8,71,13,10,0.0,13,455,8,2,7,1,2,6,6,3
9,59,75,10,0.0,179,437,2,2,0,0,0,0,0,0
10,55,74,10,0.0,98,288,13,2,3,6,2,4,0,0
11,59,74,10,0.0,208,328,5,4,8,1,6,4,9,2
12,58,79,10,0.0,356,560,4,1,0,0,0,0,0,0
13,11,51,10,0.0,693,847,5,3,5,1,2,4,0,0
14,8,4,10,0.0,184,438,4,1,0,0,0,0,0,0
15,58,54,10,0.0,619,627,12,1,4,2,0,0,0,0
16,83,29,10,0.0,29,191,5,2,7,1,0,0,0,0
17,33,79,10,0.0,623,929,4,1,0,0,0,0,0,0
18,46,42,10,0.0,783,797,2,3,8,2,0,0,0,0
19,96,92,10,0.0,154,578,2,6,3,5,0,0,0,0
20,71,17,10,0.0,272,346,4,4,4,1,2,1,7,4
21,21,67,10,0.0,0,854,4,1,0,0,0,0,0,0
22,14,35,10,0.0,43,247,13,1,0,0,0,0,0,0
23,64,85,10,0.0,146,796,4,1,0,0,0,0,0,0
24,89,10,10,0.0,107,359,5,3,4,3,2,3,0,0
25,39,60,10,0.0,313,481,5,3,9,2,11,1,0,0
