0,40,50,0,0.0,0,1236,0,0,0,0,0,0
1,59,10,90,0.0,487,783,15,2,13,2,0,0
2,57,17,90,0.0,685,981,12,2,7,2,3,3
3,54,16,90,0.0,596,892,2,5,10,1,0,0
4,58,12,90,0.0,339,635,16,2,8,3,0,0
5,56,17,90,0.0,709,1005,2,3,0,0,0,0
6,59,11,90,0.0,312,608,2,3,0,0,0,0
7,53,11,90,0.0,712,1008,2,4,0,0,0,0
8,58,11,90,0.0,427,723,2,4,0,0,0,0
9,14,42,90,0.0,0,271,15,1,0,0,0,0
10,17,38,90,0.0,0,187,2,5,13,1,0,0
11,20,45,90,0.0,53,349,2,6,14,2,0,0
12,19,42,90,0.0,620,916,2,8,9,2,3,5
13,19,44,90,0.0,418,714,6,2,4,3,4,3
14,18,40,90,0.0,160,456,6,4,4,4,10,1
15,15,43,90,0.0,624,920,2,3,0,0,0,0
16,19,45,90,0.0,955,1236,7,3,4,7,0,0
17,13,38,90,0.0,520,816,2,6,6,4,0,0
18,57,27,90,0.0,403,699,7,4,4,3,3,6
19,60,26,90,0.0,148,444,2,8,8,4,3,8
20,55,26,90,0.0,366,662,2,5,11,2,0,0
21,58,27,90,0.0,419,715,6,2,0,0,0,0
22,57,28,90,0.0,911,1207,11,1,2,3,3,4
23,56,24,90,0.0,639,935,9,2,4,5,16,2
24,59,29,90,0.0,0,189,6,3,8,2,0,0
25,58,25,90,0.0,719,1015,7,2,8,1,4,2
