0,40,50,0,0.0,0,960,0,0,0,0,0,0,0,0
1,62,35,10,0.0,574,960,12,2,13,2,5,4,0,0
2,68,36,10,0.0,203,473,5,3,11,1,2,5,0,0
3,66,40,10,0.0,321,371,5,2,6,1,0,0,0,0
4,67,33,10,0.0,677,960,2,3,4,1,0,0,0,0
5,62,33,10,0.0,384,502,2,2,0,0,0,0,0,0
6,63,34,10,0.0,678,698,2,2,0,0,0,0,0,0
7,66,39,10,0.0,801,935,8,3,4,2,4,5,0,0
8,63,35,10,0.0,96,110,8,2,8,3,0,0,0,0
9,67,38,10,0.0,663,960,13,1,0,0,0,0,0,0
10,69,45,10,0.0,369,485,4,7,0,0,0,0,0,0
11,72,49,10,0.0,672,786,13,1,0,0,0,0,0,0
12,68,51,10,0.0,91,421,2,2,0,0,0,0,0,0
13,66,46,10,0.0,572,650,14,2,2,1,8,4,3,5
14,72,51,10,0.0,17,355,6,1,4,4,0,0,0,0
15,67,48,10,0.0,224,316,2,5,7,2,4,5,3,3
16,65,47,10,0.0,164,310,14,1,0,0,0,0,0,0
17,65,50,10,0.0,0,299,2,4,2,4,4,7,0,0
18,65,52,10,0.0,29,255,5,2,2,2,0,0,0,0
19,32,88,10,0.0,538,932,2,2,0,0,0,0,0,0
20,31,89,10,0.0,439,797,2,5,14,2,6,2,2,6
21,32,91,10,0.0,538,852,2,2,0,0,0,0,0,0
22,36,91,10,0.0,40,168,12,1,3,4,0,0,0,0
23,31,90,10,0.0,460,960,5,3,6,2,2,4,0,0
24,34,86,10,0.0,443,621,2,6,0,0,0,0,0,0
25,33,91,10,0.0,751,847,2,4,5,3,3,7,0,0
26,7,10,10,0.0,298,396,12,1,0,0,0,0,0,0
27,24,58,10,0.0,492,630,11,2,13,2,10,2,4,5
28,57,41,10,0.0,338,468,5,4,4,4,4,1,8,2
29,42,69,10,0.0,496,932,2,7,0,0,0,0,0,0
30,65,75,10,0.0,674,960,2,3,2,4,0,0,0,0
31,80,33,10,0.0,772,960,4,4,12,2,3,5,6,1
32,61,43,10,0.0,555,593,4,6,2,1,3,3,0,0
33,28,42,10,0.0,468,932,4,4,4,3,11,1,6,1
34,51,18,10,0.0,63,219,2,2,0,0,0,0,0,0
35,27,69,10,0.0,869,899,4,4,3,4,8,1,7,1
36,31,41,10,0.0,276,584,8,1,0,0,0,0,0,0
37,86,50,10,0.0,75,333,2,5,4,1,5,3,14,2
38,1,22,10,0.0,577,960,14,2,8,1,3,5,2,3
39,82,22,10,0.0,645,871,4,1,0,0,0,0,0,0
40,31,56,10,0.0,797,960,12,1,13,2,0,0,0,0
41,99,38,10,0.0,686,726,14,2,5,4,2,2,7,1
42,88,48,10,0.0,207,537,12,2,4,7,3,2,4,1
43,67,74,10,0.0,360,756,4,3,14,1,7,2,0,0
44,99,41,10,0.0,418,540,10,2,8,1,2,5,11,1
45,52,54,10,0.0,246,468,12,2,10,2,3,7,4,7
46,18,65,10,0.0,539,883,13,1,3,2,0,0,0,0
47,94,71,10,0.0,0,319,5,3,4,4,4,1,0,0
48,74,64,10,0.0,76,188,12,1,9,2,0,0,0,0
49,59,15,10,0.0,746,960,2,3,8,1,0,0,0,0
50,25,81,10,0.0,280,640,5,1,0,0,0,0,0,0
