0,40,50,0,0.0,0,1236,0,0,0,0
1,24,53,90,0.0,447,743,2,7,12,2
2,22,52,90,0.0,223,519,2,4,0,0
3,22,50,90,0.0,638,934,2,9,0,0
4,26,53,90,0.0,12,308,16,2,17,1
5,23,53,90,0.0,16,312,6,2,0,0
6,29,54,90,0.0,120,416,7,4,6,4
7,24,50,90,0.0,482,778,7,3,0,0
8,29,55,90,0.0,256,552,6,5,15,1
9,28,50,90,0.0,757,1053,3,9,4,5
10,70,43,90,0.0,836,1132,11,1,0,0
11,65,38,90,0.0,351,647,17,1,0,0
12,66,36,90,0.0,755,1051,17,1,0,0
13,68,39,90,0.0,238,534,17,2,9,1
14,65,36,90,0.0,0,240,6,4,14,1
15,64,40,90,0.0,560,856,7,5,3,5
16,66,40,90,0.0,915,1211,18,1,0,0
17,65,41,90,0.0,95,391,2,4,0,0
18,80,16,90,0.0,193,489,3,9,4,5
19,78,17,90,0.0,119,415,2,6,10,5
20,76,19,90,0.0,500,796,18,2,18,1
21,74,14,90,0.0,688,984,2,6,4,9
22,77,14,90,0.0,527,823,6,3,0,0
23,77,17,90,0.0,524,820,2,8,0,0
24,76,18,90,0.0,21,317,17,1,0,0
25,73,16,90,0.0,324,620,16,2,2,5
