0,35,35,0,0.0,0,1000,0,0,0,0,0,0
1,47,99,10,0.0,85,325,6,2,0,0,0,0
2,34,37,10,0.0,480,720,14,1,0,0,0,0
3,84,87,10,0.0,0,222,6,4,7,3,13,2
4,59,12,10,0.0,800,1000,2,4,0,0,0,0
5,9,62,10,0.0,348,588,14,2,4,8,0,0
6,6,9,10,0.0,771,1000,6,2,0,0,0,0
7,56,59,10,0.0,322,562,6,3,16,1,0,0
8,81,34,10,0.0,131,371,7,2,0,0,0,0
9,31,84,10,0.0,459,699,2,3,0,0,0,0
10,44,46,10,0.0,442,682,13,1,4,2,14,2
11,94,96,10,0.0,15,255,7,4,4,8,2,7
12,69,21,10,0.0,0,181,7,2,0,0,0,0
13,19,71,10,0.0,717,957,13,2,6,3,6,1
14,13,27,10,0.0,181,421,14,1,0,0,0,0
15,63,77,10,0.0,329,569,14,1,0,0,0,0
16,88,2,10,0.0,666,906,14,1,0,0,0,0
17,38,52,10,0.0,482,722,7,2,0,0,0,0
18,25,15,10,0.0,830,1000,15,2,3,7,0,0
19,75,65,10,0.0,439,679,7,2,0,0,0,0
20,50,40,10,0.0,512,752,2,5,2,7,0,0
21,0,90,10,0.0,425,665,2,5,4,6,0,0
22,0,40,10,0.0,321,561,11,2,8,2,7,1
23,50,90,10,0.0,525,765,2,4,0,0,0,0
24,75,15,10,0.0,195,435,6,2,0,0,0,0
25,25,65,10,0.0,0,179,14,1,0,0,0,0
