0,40,50,0,0.0,0,960,0,0,0,0,0,0
1,19,35,10,0.0,0,159,16,2,2,3,0,0
2,17,33,10,0.0,182,434,7,4,16,2,2,6
3,16,34,10,0.0,670,902,16,2,7,3,9,2
4,15,29,10,0.0,298,572,2,6,14,1,0,0
5,17,34,10,0.0,587,833,16,1,0,0,0,0
6,16,31,10,0.0,82,372,10,1,0,0,0,0
7,15,30,10,0.0,146,386,16,1,0,0,0,0
8,21,30,10,0.0,310,452,2,8,14,2,15,2
9,15,33,10,0.0,136,206,2,5,3,5,0,0
10,43,14,10,0.0,0,247,2,6,2,3,0,0
11,45,13,10,0.0,167,563,14,1,0,0,0,0
12,43,17,10,0.0,310,520,2,4,0,0,0,0
13,35,56,10,0.0,516,706,6,3,2,3,0,0
14,47,18,10,0.0,610,686,2,3,0,0,0,0
15,97,68,10,0.0,267,477,7,3,10,1,0,0
16,72,43,10,0.0,162,526,2,3,0,0,0,0
17,22,93,10,0.0,178,786,6,3,3,7,0,0
18,16,12,10,0.0,576,960,7,4,4,8,8,1
19,66,62,10,0.0,251,623,12,2,5,2,0,0
20,91,37,10,0.0,358,686,16,2,4,2,0,0
21,41,87,10,0.0,345,677,7,3,7,1,0,0
22,28,49,10,0.0,216,278,14,2,4,7,0,0
23,78,99,10,0.0,531,757,6,4,15,2,3,4
24,53,24,10,0.0,73,223,16,1,0,0,0,0
25,3,74,10,0.0,433,729,2,5,2,5,0,0
