0,35,35,0,0.0,0,230,0,0,0,0,0,0
1,58,78,10,0.0,137,175,6,4,4,4,11,2
2,20,46,10,0.0,53,115,7,2,0,0,0,0
3,4,88,10,0.0,124,174,2,4,0,0,0,0
4,2,68,10,0.0,63,83,7,4,4,6,16,2
5,67,27,10,0.0,60,106,2,4,0,0,0,0
6,28,27,10,0.0,10,70,15,1,0,0,0,0
7,6,35,10,0.0,143,199,7,2,0,0,0,0
8,80,75,10,0.0,47,79,2,8,7,4,6,2
9,46,60,10,0.0,13,113,12,1,13,2,7,2
10,22,10,10,0.0,134,182,7,2,0,0,0,0
11,6,12,10,0.0,126,192,2,4,0,0,0,0
12,83,41,10,0.0,48,84,7,3,7,2,0,0
13,12,75,10,0.0,56,86,11,1,0,0,0,0
14,34,32,10,0.0,15,67,2,4,0,0,0,0
15,88,55,10,0.0,82,162,2,3,0,0,0,0
16,43,5,10,0.0,99,133,16,2,6,2,0,0
17,15,38,10,0.0,120,166,14,2,15,2,0,0
18,85,87,10,0.0,94,150,12,2,10,2,2,7
19,73,81,10,0.0,131,135,2,4,0,0,0,0
20,37,90,10,0.0,133,177,14,1,0,0,0,0
21,66,45,10,0.0,124,192,7,4,12,2,4,4
22,73,29,10,0.0,115,165,6,1,2,8,3,8
23,37,68,10,0.0,123,173,7,3,8,1,0,0
24,44,51,10,0.0,9,63,6,4,8,2,8,1
25,43,1,10,0.0,121,157,6,2,0,0,0,0
