0,40,50,0,0.0,0,1236,0,0,0,0
1,59,31,90,0.0,614,738,16,1,0,0
2,65,33,90,0.0,368,680,2,4,0,0
3,63,35,90,0.0,273,619,7,5,12,1
4,65,32,90,0.0,667,739,3,9,3,4
5,59,35,90,0.0,457,627,2,7,3,6
6,60,35,90,0.0,193,567,16,1,0,0
7,62,29,90,0.0,97,571,7,5,13,2
8,61,36,90,0.0,370,588,6,4,3,4
9,60,30,90,0.0,432,730,7,5,2,4
10,28,47,90,0.0,308,628,2,7,4,5
11,27,40,90,0.0,454,836,7,2,0,0
12,33,47,90,0.0,428,702,7,5,10,2
13,30,40,90,0.0,95,419,4,8,9,3
14,27,44,90,0.0,398,586,8,2,3,9
15,32,42,90,0.0,0,364,2,6,10,4
16,31,40,90,0.0,662,1126,6,4,4,8
17,28,42,90,0.0,310,640,10,4,6,5
18,40,28,90,0.0,83,357,18,2,9,2
19,35,30,90,0.0,206,420,17,1,0,0
20,34,29,90,0.0,214,682,2,8,0,0
21,36,26,90,0.0,729,1069,2,6,9,2
22,37,26,90,0.0,395,673,2,6,16,1
23,34,25,90,0.0,20,392,3,8,4,5
24,39,27,90,0.0,151,301,2,4,0,0
25,36,28,90,0.0,653,873,10,4,4,3
