0,35,35,0,0.0,0,1000,0,0,0,0,0,0
1,92,76,10,0.0,716,956,7,3,6,3,0,0
2,67,1,10,0.0,510,750,7,2,0,0,0,0
3,17,51,10,0.0,748,988,7,4,7,2,13,2
4,24,45,10,0.0,827,1000,15,1,0,0,0,0
5,74,95,10,0.0,431,671,9,1,0,0,0,0
6,99,20,10,0.0,713,953,15,1,0,0,0,0
7,49,70,10,0.0,107,347,15,1,0,0,0,0
8,36,7,10,0.0,149,389,15,2,7,1,0,0
9,86,57,10,0.0,370,610,6,3,12,1,0,0
10,61,32,10,0.0,260,500,7,3,3,4,0,0
11,11,82,10,0.0,526,766,16,1,0,0,0,0
12,8,35,10,0.0,601,841,2,3,0,0,0,0
13,58,85,10,0.0,326,566,7,4,4,4,7,1
14,83,10,10,0.0,2,242,15,2,3,4,0,0
15,33,60,10,0.0,760,1000,16,1,0,0,0,0
16,46,23,10,0.0,773,1000,2,5,4,8,0,0
17,96,73,10,0.0,595,835,10,1,2,5,9,1
18,71,48,10,0.0,277,517,2,7,10,1,4,5
19,21,98,10,0.0,191,431,2,7,15,1,12,1
20,14,4,10,0.0,485,725,7,4,6,3,8,2
21,64,54,10,0.0,193,433,14,2,3,8,0,0
22,89,29,10,0.0,562,802,2,3,0,0,0,0
23,39,79,10,0.0,253,493,15,1,0,0,0,0
24,27,42,10,0.0,164,404,2,7,8,2,4,2
25,77,92,10,0.0,366,606,14,2,2,4,0,0
