0,40,50,0,0.0,0,960,0,0,0,0,0,0,0,0
1,86,85,10,0.0,615,960,14,2,2,4,5,2,0,0
2,87,81,10,0.0,603,637,2,4,12,1,5,4,0,0
3,82,78,10,0.0,549,581,12,1,9,2,0,0,0,0
4,89,85,10,0.0,603,735,8,2,8,3,0,0,0,0
5,89,84,10,0.0,39,605,4,3,3,6,4,5,0,0
6,84,83,10,0.0,205,285,2,4,2,3,3,2,0,0
7,82,80,10,0.0,217,427,4,3,10,1,13,2,0,0
8,89,81,10,0.0,0,287,5,4,4,2,13,1,10,1
9,52,65,10,0.0,81,405,3,7,4,6,3,3,0,0
10,55,67,10,0.0,165,281,2,3,2,2,0,0,0,0
11,53,62,10,0.0,351,433,5,2,3,4,0,0,0,0
12,52,66,10,0.0,780,960,14,1,0,0,0,0,0,0
13,77,53,10,0.0,134,494,4,3,2,2,2,1,0,0
14,44,76,10,0.0,0,307,3,6,2,4,4,5,13,2
15,99,83,10,0.0,523,719,5,3,8,2,2,6,0,0
16,25,63,10,0.0,575,885,2,3,4,3,0,0,0,0
17,14,65,10,0.0,459,543,13,1,6,4,0,0,0,0
18,98,22,10,0.0,657,821,8,1,0,0,0,0,0,0
19,40,60,10,0.0,808,960,4,7,7,1,0,0,0,0
20,7,54,10,0.0,426,746,13,2,10,2,6,1,0,0
21,1,57,10,0.0,711,797,14,2,3,3,6,1,0,0
22,25,4,10,0.0,0,412,4,2,4,4,0,0,0,0
23,86,21,10,0.0,111,313,5,4,3,7,4,7,5,1
24,53,72,10,0.0,785,921,2,2,0,0,0,0,0,0
25,36,85,10,0.0,742,906,4,2,6,2,0,0,0,0
