0,40,50,0,0.0,0,240,0,0,0,0,0,0,0,0
1,89,47,10,0.0,104,152,5,3,13,1,4,6,0,0
2,91,46,10,0.0,94,150,2,4,11,2,5,4,0,0
3,88,45,10,0.0,28,78,4,4,8,2,13,2,2,2
4,87,41,10,0.0,96,162,2,2,0,0,0,0,0,0
5,87,46,10,0.0,42,96,2,5,2,5,5,2,3,4
6,90,40,10,0.0,93,119,4,7,3,1,10,1,4,1
7,90,42,10,0.0,111,183,4,1,0,0,0,0,0,0
8,89,41,10,0.0,61,101,13,1,6,4,0,0,0,0
9,92,45,10,0.0,99,145,4,2,8,2,0,0,0,0
10,67,55,10,0.0,125,185,13,2,2,7,14,2,0,0
11,69,58,10,0.0,124,204,8,3,3,2,8,1,0,0
12,68,59,10,0.0,153,211,4,2,6,3,0,0,0,0
13,17,45,10,0.0,146,170,2,4,4,6,4,2,0,0
14,67,95,10,0.0,34,108,13,2,8,1,10,1,0,0
15,92,20,10,0.0,96,156,5,1,0,0,0,0,0,0
16,42,70,10,0.0,78,130,4,7,8,1,0,0,0,0
17,30,7,10,0.0,70,162,8,4,8,4,7,1,3,5
18,80,57,10,0.0,90,214,5,1,0,0,0,0,0,0
19,55,32,10,0.0,99,145,4,3,8,1,2,3,0,0
20,5,82,10,0.0,0,101,4,1,0,0,0,0,0,0
21,3,12,10,0.0,28,106,2,3,11,2,0,0,0,0
22,53,62,10,0.0,61,121,12,2,11,2,4,5,0,0
23,78,37,10,0.0,30,106,14,1,3,4,0,0,0,0
24,28,87,10,0.0,79,131,5,2,6,3,0,0,0,0
25,41,49,10,0.0,136,208,14,1,9,1,0,0,0,0
