0,40,50,0,0.0,0,960,0,0,0,0
1,79,90,10,0.0,0,293,17,1,0,0
2,76,85,10,0.0,298,602,4,8,6,5
3,75,87,10,0.0,381,549,2,7,6,5
4,78,88,10,0.0,451,661,18,2,16,2
5,73,86,10,0.0,54,230,7,3,0,0
6,75,89,10,0.0,135,295,2,4,0,0
7,79,87,10,0.0,506,892,4,8,8,1
8,77,89,10,0.0,36,234,16,2,2,5
9,72,88,10,0.0,0,154,18,2,2,4
10,40,84,10,0.0,591,959,18,2,18,2
11,39,80,10,0.0,15,445,10,3,0,0
12,41,81,10,0.0,290,490,7,5,11,2
13,42,79,10,0.0,98,290,2,7,16,1
14,35,77,10,0.0,767,889,18,1,0,0
15,40,77,10,0.0,659,960,12,1,0,0
16,39,79,10,0.0,0,175,18,1,0,0
17,36,84,10,0.0,115,485,16,1,0,0
18,75,28,10,0.0,248,388,17,2,7,5
19,72,24,10,0.0,322,462,7,4,15,1
20,75,24,10,0.0,458,462,2,4,0,0
21,72,28,10,0.0,0,106,16,1,0,0
22,73,25,10,0.0,0,231,2,5,0,0
23,75,26,10,0.0,215,307,6,5,2,4
24,76,26,10,0.0,639,960,2,4,0,0
25,74,25,10,0.0,733,960,10,4,6,3
26,77,34,10,0.0,246,386,2,4,0,0
27,99,64,10,0.0,589,889,10,4,10,5
28,84,92,10,0.0,700,776,3,8,4,9
29,34,10,10,0.0,364,636,17,1,0,0
30,85,94,10,0.0,699,960,2,4,0,0
31,9,75,10,0.0,0,204,18,2,4,2
32,33,34,10,0.0,216,520,7,5,9,1
33,20,95,10,0.0,658,854,16,2,4,8
34,86,15,10,0.0,0,275,11,2,4,7
35,16,65,10,0.0,195,625,7,4,9,2
36,24,48,10,0.0,705,793,2,6,2,6
37,34,30,10,0.0,417,669,11,1,0,0
38,4,3,10,0.0,543,665,2,4,0,0
39,97,97,10,0.0,282,514,2,4,0,0
40,41,73,10,0.0,188,304,2,7,18,2
41,15,68,10,0.0,251,443,2,8,0,0
42,71,28,10,0.0,99,521,2,4,0,0
43,23,8,10,0.0,531,807,16,1,0,0
44,54,25,10,0.0,339,621,16,2,3,9
45,88,72,10,0.0,828,900,2,6,5,2
46,15,7,10,0.0,739,907,6,2,0,0
47,85,41,10,0.0,41,285,7,4,3,9
48,76,52,10,0.0,373,711,16,1,0,0
49,5,37,10,0.0,498,664,15,2,17,2
50,13,99,10,0.0,343,633,18,2,9,2
