0,35,35,0,0.0,0,1000,0,0,0,0,0,0,0,0
1,33,31,10,0.0,873,941,12,2,13,2,5,4,0,0
2,35,28,10,0.0,133,729,5,3,11,1,2,5,0,0
3,56,54,10,0.0,115,245,5,2,6,1,0,0,0,0
4,45,96,10,0.0,22,448,2,3,4,1,0,0,0,0
5,95,73,10,0.0,458,1000,2,2,0,0,0,0,0,0
6,88,99,10,0.0,500,696,2,2,0,0,0,0,0,0
7,0,51,10,0.0,378,814,8,3,4,2,4,5,0,0
8,70,9,10,0.0,542,960,8,2,8,3,0,0,0,0
9,25,18,10,0.0,669,1000,13,1,0,0,0,0,0,0
10,93,13,10,0.0,0,487,4,7,0,0,0,0,0,0
11,65,80,10,0.0,173,267,13,1,0,0,0,0,0,0
12,32,9,10,0.0,183,621,2,2,0,0,0,0,0,0
13,65,9,10,0.0,431,685,14,2,2,1,8,4,3,5
14,17,17,10,0.0,859,1000,6,1,4,4,0,0,0,0
15,44,1,10,0.0,476,792,2,5,7,2,4,5,3,3
16,99,63,10,0.0,321,695,14,1,0,0,0,0,0,0
17,14,54,10,0.0,0,529,2,4,2,4,4,7,0,0
18,74,8,10,0.0,636,748,5,2,2,2,0,0,0,0
19,44,35,10,0.0,607,1000,2,2,0,0,0,0,0,0
20,15,42,10,0.0,598,620,2,5,14,2,6,2,2,6
21,70,88,10,0.0,537,1000,2,2,0,0,0,0,0,0
22,27,59,10,0.0,520,522,12,1,3,4,0,0,0,0
23,95,38,10,0.0,189,847,5,3,6,2,2,4,0,0
24,92,20,10,0.0,233,421,2,6,0,0,0,0,0,0
25,34,3,10,0.0,706,1000,2,4,5,3,3,7,0,0
