0,40,50,0,0.0,0,3390,0,0,0,0
1,16,53,90,0.0,1520,2006,2,4,0,0
2,14,28,90,0.0,630,2396,7,2,0,0
3,23,45,90,0.0,2554,3390,16,2,14,2
4,31,42,90,0.0,0,384,4,9,0,0
5,24,29,90,0.0,2437,3059,17,1,0,0
6,35,52,90,0.0,2024,2354,16,1,0,0
7,14,32,90,0.0,1748,2424,6,5,8,1
8,28,48,90,0.0,2455,2511,16,1,0,0
9,28,32,90,0.0,2574,3126,16,1,0,0
10,51,23,90,0.0,0,443,16,1,0,0
11,64,26,90,0.0,329,1717,7,2,0,0
12,64,22,90,0.0,701,775,17,2,3,8
13,52,29,90,0.0,925,2643,7,3,0,0
14,63,19,90,0.0,8,488,2,6,2,8
15,65,15,90,0.0,1806,2574,2,6,4,7
16,64,23,90,0.0,178,362,6,4,10,2
17,66,27,90,0.0,0,323,2,5,0,0
18,53,69,90,0.0,957,2419,7,2,0,0
19,47,71,90,0.0,137,1001,2,5,0,0
20,57,75,90,0.0,0,463,6,3,0,0
21,54,72,90,0.0,1702,3390,4,8,8,1
22,47,74,90,0.0,2689,3390,10,2,7,2
23,53,72,90,0.0,2326,2332,17,2,3,6
24,56,73,90,0.0,1861,3353,17,2,9,2
25,53,67,90,0.0,0,1460,2,6,13,1
