0,40,50,0,0.0,0,1236,0,0,0,0,0,0,0,0,0,0
1,23,38,90,0.0,63,143,8,1,6,2,3,5,2,5,2,2
2,24,34,90,0.0,298,806,2,5,4,1,8,2,3,1,7,1
3,25,38,90,0.0,630,1080,2,1,0,0,0,0,0,0,0,0
4,21,38,90,0.0,0,383,5,2,3,1,6,3,4,3,0,0
5,26,38,90,0.0,210,768,2,4,5,2,4,4,3,2,0,0
6,26,37,90,0.0,0,591,12,1,0,0,0,0,0,0,0,0
7,26,35,90,0.0,811,973,2,3,2,3,4,6,0,0,0,0
8,25,37,90,0.0,771,1236,5,1,2,1,0,0,0,0,0,0
9,26,33,90,0.0,230,804,2,1,0,0,0,0,0,0,0,0
10,79,21,90,0.0,550,918,2,4,12,2,3,3,5,1,0,0
11,77,16,90,0.0,767,985,2,1,0,0,0,0,0,0,0,0
12,77,17,90,0.0,213,469,10,1,3,3,0,0,0,0,0,0
13,78,22,90,0.0,472,670,4,3,5,3,2,3,0,0,0,0
14,75,16,90,0.0,430,1110,2,5,4,6,2,3,4,3,5,3
15,77,21,90,0.0,207,733,10,1,0,0,0,0,0,0,0,0
16,79,23,90,0.0,0,497,9,2,11,2,8,2,4,4,0,0
17,78,21,90,0.0,0,886,8,2,4,3,4,1,6,2,5,2
18,82,23,90,0.0,239,1181,10,1,0,0,0,0,0,0,0,0
19,50,61,90,0.0,65,943,2,4,4,3,5,3,4,3,0,0
20,54,58,90,0.0,137,197,10,1,0,0,0,0,0,0,0,0
21,55,62,90,0.0,0,361,2,2,2,1,3,2,4,4,4,2
22,56,64,90,0.0,442,542,5,1,6,1,0,0,0,0,0,0
23,53,60,90,0.0,184,340,2,1,0,0,0,0,0,0,0,0
24,52,59,90,0.0,188,1168,4,2,3,3,6,1,2,3,0,0
25,51,65,90,0.0,442,1048,4,1,0,0,0,0,0,0,0,0
