0,35,35,0,0.0,0,230,0,0,0,0,0,0,0,0,0,0
1,55,69,10,0.0,119,223,4,1,9,2,0,0,0,0,0,0
2,5,77,10,0.0,79,127,4,2,3,6,3,1,4,3,5,2
3,24,90,10,0.0,77,203,11,2,6,3,2,4,0,0,0,0
4,20,31,10,0.0,98,166,4,2,2,2,4,2,0,0,0,0
5,62,48,10,0.0,182,196,2,1,0,0,0,0,0,0,0,0
6,39,38,10,0.0,120,168,2,1,0,0,0,0,0,0,0,0
7,68,92,10,0.0,72,174,2,4,2,2,11,1,5,1,0,0
8,75,69,10,0.0,98,152,5,2,2,3,5,3,6,3,0,0
9,17,11,10,0.0,99,127,2,2,2,2,0,0,0,0,0,0
10,20,91,10,0.0,143,163,4,2,5,2,2,2,2,1,0,0
11,56,36,10,0.0,91,157,4,1,4,1,6,3,6,2,2,3
12,1,68,10,0.0,138,148,2,4,3,2,11,1,2,2,0,0
13,58,69,10,0.0,48,98,12,2,2,3,3,2,0,0,0,0
14,74,63,10,0.0,67,139,2,3,10,1,5,2,0,0,0,0
15,54,58,10,0.0,86,106,10,1,7,2,0,0,0,0,0,0
16,89,78,10,0.0,90,172,5,1,9,2,0,0,0,0,0,0
17,58,8,10,0.0,100,102,4,2,3,5,4,4,0,0,0,0
18,55,46,10,0.0,0,73,2,3,2,2,3,1,0,0,0,0
19,56,18,10,0.0,95,137,4,2,8,1,11,2,0,0,0,0
20,15,43,10,0.0,108,184,5,3,4,1,11,1,8,1,0,0
21,42,55,10,0.0,3,59,3,6,4,5,3,2,0,0,0,0
22,13,80,10,0.0,99,119,2,2,2,1,0,0,0,0,0,0
23,70,74,10,0.0,61,119,5,1,3,3,0,0,0,0,0,0
24,79,78,10,0.0,34,150,12,1,0,0,0,0,0,0,0,0
25,38,31,10,0.0,169,193,4,2,2,1,2,1,0,0,0,0
