0,40,50,0,0.0,0,960,0,0,0,0
1,83,31,10,0.0,39,277,16,1,0,0
2,81,27,10,0.0,368,736,2,4,0,0
3,84,26,10,0.0,0,398,7,5,12,1
4,86,29,10,0.0,696,860,3,9,3,4
5,82,31,10,0.0,494,602,2,7,3,6
6,84,29,10,0.0,650,908,16,1,0,0
7,88,26,10,0.0,84,242,7,5,13,2
8,85,31,10,0.0,405,697,6,4,3,4
9,82,32,10,0.0,515,797,7,5,2,4
10,48,25,10,0.0,792,960,2,7,4,5
11,51,28,10,0.0,0,321,7,2,0,0
12,49,26,10,0.0,105,571,7,5,10,2
13,5,60,10,0.0,839,927,4,8,9,3
14,58,26,10,0.0,790,960,8,2,3,9
15,1,50,10,0.0,453,585,2,6,10,4
16,66,46,10,0.0,778,960,6,4,4,8
17,81,51,10,0.0,485,595,10,4,6,5
18,53,28,10,0.0,496,690,18,2,9,2
19,83,80,10,0.0,295,431,17,1,0,0
20,55,67,10,0.0,260,544,2,8,0,0
21,73,35,10,0.0,800,930,2,6,9,2
22,57,4,10,0.0,171,269,2,6,16,1
23,27,12,10,0.0,0,156,3,8,4,5
24,21,52,10,0.0,0,239,2,4,0,0
25,42,0,10,0.0,126,438,10,4,4,3
