0,40,50,0,0.0,0,960,0,0,0,0,0,0,0,0,0,0
1,69,82,10,0.0,32,172,11,1,2,1,0,0,0,0,0,0
2,67,84,10,0.0,0,444,4,1,3,5,0,0,0,0,0,0
3,68,84,10,0.0,386,572,2,3,4,1,6,2,0,0,0,0
4,69,85,10,0.0,341,467,10,2,4,2,6,2,11,1,0,0
5,68,85,10,0.0,185,439,5,2,5,3,2,1,0,0,0,0
6,71,84,10,0.0,193,263,3,3,5,1,0,0,0,0,0,0
7,70,86,10,0.0,120,468,2,3,3,6,2,2,0,0,0,0
8,70,82,10,0.0,608,828,6,2,3,1,7,1,11,2,0,0
9,12,71,10,0.0,137,559,2,1,0,0,0,0,0,0,0,0
10,16,72,10,0.0,279,501,4,3,4,2,2,2,4,6,3,6
11,12,72,10,0.0,613,879,11,2,7,2,2,6,3,1,0,0
12,14,71,10,0.0,217,525,5,2,5,1,2,3,0,0,0,0
13,60,71,10,0.0,519,821,4,1,0,0,0,0,0,0,0,0
14,85,46,10,0.0,172,286,10,1,2,2,0,0,0,0,0,0
15,35,96,10,0.0,389,719,5,1,5,1,0,0,0,0,0,0
16,47,34,10,0.0,140,388,4,1,0,0,0,0,0,0,0,0
17,97,84,10,0.0,417,679,2,2,6,2,0,0,0,0,0,0
18,72,9,10,0.0,19,263,2,5,3,4,2,2,6,2,4,1
19,22,59,10,0.0,433,705,10,2,2,6,3,1,10,2,0,0
20,16,40,10,0.0,246,436,2,3,7,1,4,4,0,0,0,0
21,66,90,10,0.0,580,874,4,2,2,2,5,1,0,0,0,0
22,91,15,10,0.0,356,558,5,3,5,1,9,2,3,6,4,2
23,41,65,10,0.0,105,353,5,1,5,2,0,0,0,0,0,0
24,28,3,10,0.0,93,173,3,1,6,1,0,0,0,0,0,0
25,78,53,10,0.0,418,646,11,2,3,1,6,3,7,2,0,0
