0,40,50,0,0.0,0,3390,0,0,0,0,0,0,0,0
1,79,81,90,0.0,110,570,13,2,3,6,7,1,11,1
2,69,85,90,0.0,1427,2343,2,4,2,6,13,2,0,0
3,67,75,90,0.0,518,1488,12,2,8,3,4,6,3,3
4,71,74,90,0.0,489,1207,2,3,2,3,0,0,0,0
5,71,72,90,0.0,1155,3325,4,2,7,1,0,0,0,0
6,72,64,90,0.0,755,2077,4,2,2,6,0,0,0,0
7,71,82,90,0.0,225,283,2,3,5,1,0,0,0,0
8,87,71,90,0.0,571,1107,5,1,0,0,0,0,0,0
9,34,41,90,0.0,163,3045,13,2,3,4,14,1,6,3
10,39,32,90,0.0,0,2044,2,2,0,0,0,0,0,0
11,54,46,90,0.0,606,2158,4,2,4,7,0,0,0,0
12,54,29,90,0.0,524,3390,4,1,0,0,0,0,0,0
13,54,30,90,0.0,2587,2995,4,2,11,2,0,0,0,0
14,40,36,90,0.0,841,3031,4,6,2,4,11,1,7,3
15,47,25,90,0.0,0,1594,4,3,6,3,6,1,0,0
16,42,42,90,0.0,269,2885,5,4,9,2,2,3,4,3
17,80,76,90,0.0,0,900,2,2,0,0,0,0,0,0
18,65,59,90,0.0,0,1556,2,2,0,0,0,0,0,0
19,65,54,90,0.0,156,866,2,5,2,4,13,1,5,1
20,86,64,90,0.0,107,1881,5,4,8,1,4,4,6,2
21,83,66,90,0.0,0,945,2,3,8,3,0,0,0,0
22,69,64,90,0.0,1728,2106,8,4,3,3,8,3,4,6
23,80,54,90,0.0,0,632,4,6,14,1,0,0,0,0
24,81,64,90,0.0,1190,1964,4,4,2,4,14,2,5,2
25,69,59,90,0.0,1656,2982,13,1,8,3,0,0,0,0
26,74,21,90,0.0,0,1577,14,2,2,4,5,2,0,0
27,75,20,90,0.0,1238,1558,2,4,12,1,5,4,0,0
28,74,22,90,0.0,1584,3390,12,1,9,2,0,0,0,0
29,76,17,90,0.0,717,1831,8,2,8,3,0,0,0,0
30,77,20,90,0.0,476,1634,4,3,3,6,4,5,0,0
31,75,18,90,0.0,1208,3390,2,4,2,3,3,2,0,0
32,73,21,90,0.0,1074,2490,4,3,10,1,13,2,0,0
33,76,21,90,0.0,1551,2855,5,4,4,2,13,1,10,1
34,73,22,90,0.0,100,342,3,7,4,6,3,3,0,0
35,66,29,90,0.0,468,1888,2,3,2,2,0,0,0,0
36,61,41,90,0.0,780,1692,5,2,3,4,0,0,0,0
37,60,27,90,0.0,179,2119,14,1,0,0,0,0,0,0
38,55,28,90,0.0,2482,3390,4,3,2,2,2,1,0,0
39,64,36,90,0.0,0,1485,3,6,2,4,4,5,13,2
40,68,35,90,0.0,0,849,5,3,8,2,2,6,0,0
41,58,20,90,0.0,0,1664,2,3,4,3,0,0,0,0
42,61,28,90,0.0,0,934,13,1,6,4,0,0,0,0
43,9,20,90,0.0,57,2065,8,1,0,0,0,0,0,0
44,16,12,90,0.0,728,3062,4,7,7,1,0,0,0,0
45,18,14,90,0.0,0,631,13,2,10,2,6,1,0,0
46,22,16,90,0.0,187,809,14,2,3,3,6,1,0,0
47,23,30,90,0.0,2819,3390,4,2,4,4,0,0,0,0
48,32,17,90,0.0,1653,2197,5,4,3,7,4,7,5,1
49,22,25,90,0.0,2307,2535,2,2,0,0,0,0,0,0
50,27,19,90,0.0,0,2282,4,2,6,2,0,0,0,0
