0,40,50,0,0.0,0,1236,0,0,0,0,0,0
1,79,27,90,0.0,264,998,16,2,2,3,0,0
2,75,26,90,0.0,169,333,7,4,16,2,2,6
3,79,25,90,0.0,492,694,16,2,7,3,9,2
4,76,21,90,0.0,27,689,2,6,14,1,0,0
5,75,24,90,0.0,0,679,16,1,0,0,0,0
6,74,23,90,0.0,666,1236,10,1,0,0,0,0
7,79,20,90,0.0,270,792,16,1,0,0,0,0
8,81,24,90,0.0,31,615,2,8,14,2,15,2
9,17,53,90,0.0,365,863,2,5,3,5,0,0
10,17,54,90,0.0,122,394,2,6,2,3,0,0
11,19,54,90,0.0,27,293,14,1,0,0,0,0
12,12,53,90,0.0,187,939,2,4,0,0,0,0
13,13,55,90,0.0,50,1046,6,3,2,3,0,0
14,12,50,90,0.0,0,580,2,3,0,0,0,0
15,12,54,90,0.0,208,254,7,3,10,1,0,0
16,14,51,90,0.0,504,866,2,3,0,0,0,0
17,37,47,90,0.0,612,666,6,3,3,7,0,0
18,37,43,90,0.0,510,552,7,4,4,8,8,1
19,31,44,90,0.0,941,1003,12,2,5,2,0,0
20,37,46,90,0.0,341,407,16,2,4,2,0,0
21,33,40,90,0.0,137,139,7,3,7,1,0,0
22,32,42,90,0.0,0,774,14,2,4,7,0,0
23,36,44,90,0.0,0,186,6,4,15,2,3,4
24,35,45,90,0.0,236,410,16,1,0,0,0,0
25,37,41,90,0.0,262,684,2,5,2,5,0,0
