0,35,35,0,0.0,0,230,0,0,0,0,0,0,0,0
1,4,79,10,0.0,78,172,2,2,0,0,0,0,0,0
2,3,0,10,0.0,125,155,4,1,0,0,0,0,0,0
3,53,50,10,0.0,101,159,14,1,4,7,0,0,0,0
4,78,25,10,0.0,44,80,14,2,2,3,6,2,0,0
5,28,75,10,0.0,150,188,5,2,4,2,0,0,0,0
6,40,37,10,0.0,20,52,14,2,2,6,10,1,13,2
7,90,87,10,0.0,71,105,5,1,0,0,0,0,0,0
8,65,12,10,0.0,103,161,4,4,5,2,4,4,5,2
9,15,62,10,0.0,90,142,2,5,9,2,2,4,9,1
10,21,31,10,0.0,130,198,4,3,4,1,2,5,0,0
11,71,81,10,0.0,43,103,14,2,14,1,2,4,10,2
12,96,6,10,0.0,118,146,4,4,6,2,4,6,7,3
13,46,56,10,0.0,131,230,2,4,7,3,13,1,0,0
14,34,18,10,0.0,53,89,13,2,4,7,3,1,6,4
15,84,68,10,0.0,129,165,4,2,3,7,0,0,0,0
16,59,43,10,0.0,62,128,8,2,2,1,0,0,0,0
17,9,93,10,0.0,34,116,14,2,12,1,5,4,6,1
18,6,47,10,0.0,83,107,13,2,7,2,8,2,0,0
19,56,97,10,0.0,47,113,5,3,2,4,3,3,0,0
20,81,22,10,0.0,69,117,14,1,0,0,0,0,0,0
21,31,72,10,0.0,30,58,8,4,8,4,9,2,2,6
22,43,9,10,0.0,105,193,14,2,5,2,4,6,3,4
23,93,59,10,0.0,104,184,8,2,7,3,0,0,0,0
24,68,34,10,0.0,165,191,14,1,0,0,0,0,0,0
25,18,84,10,0.0,76,178,8,4,7,3,2,3,6,2
