0,40,50,0,0.0,0,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,13,90,0.0,0,503,2,6,12,2,6,2,4,3,3,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,11,90,0.0,555,861,16,2,6,2,2,3,8,4,3,4,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,11,90,0.0,0,377,16,2,10,1,4,2,3,8,4,6,13,1,7,1,5,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0
4,13,9,90,0.0,0,365,15,2,6,2,6,3,4,8,15,2,4,2,4,2,6,3,14,1,2,3,0,0,0,0,0,0,0,0,0,0
5,15,11,90,0.0,581,855,2,4,3,7,5,2,5,2,15,1,2,8,8,3,10,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0
6,13,14,90,0.0,77,457,7,3,4,5,3,8,4,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,9,90,0.0,0,440,11,2,6,1,8,4,7,3,8,2,4,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,11,90,0.0,163,1223,7,3,6,4,4,6,6,3,4,2,7,3,5,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,18,49,90,0.0,564,1236,6,4,6,3,3,7,8,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,20,52,90,0.0,170,302,7,4,6,4,14,1,2,7,3,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,15,50,90,0.0,921,1236,15,1,7,4,13,1,6,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,14,52,90,0.0,268,478,7,4,7,2,3,4,9,2,6,4,6,2,2,3,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0
13,17,50,90,0.0,147,255,14,2,5,3,12,1,8,3,8,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,21,49,90,0.0,801,1091,6,4,4,7,4,7,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,21,53,90,0.0,457,1236,6,2,4,6,7,4,13,2,4,4,2,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,18,48,90,0.0,916,1236,16,2,6,1,4,3,2,7,3,7,4,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,73,68,90,0.0,0,491,7,2,7,2,15,2,5,4,10,2,7,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,73,67,90,0.0,114,164,9,2,8,2,8,4,8,3,6,1,6,1,7,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,77,65,90,0.0,128,496,2,7,3,7,3,4,5,3,8,1,6,2,3,4,2,4,7,2,4,2,10,1,4,3,0,0,0,0,0,0
20,77,66,90,0.0,173,409,2,5,14,1,4,8,11,1,8,4,8,1,7,2,16,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0
21,72,67,90,0.0,306,814,15,2,7,3,2,5,2,6,4,8,3,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,75,66,90,0.0,475,1063,6,2,13,2,10,2,7,3,4,3,10,2,10,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,73,69,90,0.0,374,1236,15,1,11,1,8,4,9,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,77,64,90,0.0,373,635,6,3,7,3,7,3,5,4,4,3,4,4,16,1,13,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0
25,76,67,90,0.0,950,1208,2,7,8,4,10,2,10,1,4,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
