0,40,50,0,0.0,0,240,0,0,0,0,0,0
1,37,48,10,0.0,96,152,15,2,13,2,0,0
2,36,48,10,0.0,180,236,12,2,7,2,3,3
3,34,50,10,0.0,113,169,2,5,10,1,0,0
4,35,50,10,0.0,93,149,16,2,8,3,0,0
5,36,50,10,0.0,43,99,2,3,0,0,0,0
6,33,48,10,0.0,0,46,2,3,0,0,0,0
7,35,52,10,0.0,0,44,2,4,0,0,0,0
8,33,50,10,0.0,117,173,2,4,0,0,0,0
9,32,49,10,0.0,31,87,15,1,0,0,0,0
10,9,75,10,0.0,70,126,2,5,13,1,0,0
11,14,80,10,0.0,86,142,2,6,14,2,0,0
12,12,79,10,0.0,119,175,2,8,9,2,3,5
13,15,86,10,0.0,116,172,6,2,4,3,4,3
14,21,18,10,0.0,19,75,6,4,4,4,10,1
15,71,68,10,0.0,73,129,2,3,0,0,0,0
16,96,43,10,0.0,81,137,7,3,4,7,0,0
17,46,93,10,0.0,115,171,2,6,6,4,0,0
18,33,30,10,0.0,109,165,7,4,4,3,3,6
19,83,80,10,0.0,74,130,2,8,8,4,3,8
20,58,5,10,0.0,49,105,2,5,11,2,0,0
21,8,55,10,0.0,47,103,6,2,0,0,0,0
22,11,2,10,0.0,60,116,11,1,2,3,3,4
23,61,52,10,0.0,66,122,9,2,4,5,16,2
24,86,27,10,0.0,86,142,6,3,8,2,0,0
25,36,77,10,0.0,46,102,7,2,8,1,4,2
