0,35,35,0,0.0,0,1000,0,0,0,0
1,61,58,10,0.0,815,1000,16,1,0,0
2,35,86,10,0.0,239,249,2,4,0,0
3,48,49,10,0.0,351,355,7,5,12,1
4,14,24,10,0.0,494,994,3,9,3,4
5,73,17,10,0.0,507,873,2,7,3,6
6,0,48,10,0.0,664,824,16,1,0,0
7,51,48,10,0.0,0,347,7,5,13,2
8,99,95,10,0.0,596,802,6,4,3,4
9,13,56,10,0.0,259,707,7,5,2,4
10,27,86,10,0.0,733,1000,2,7,4,5
11,79,62,10,0.0,443,1000,7,2,0,0
12,92,89,10,0.0,193,653,7,5,10,2
13,92,48,10,0.0,664,872,4,8,9,3
14,42,84,10,0.0,764,792,8,2,3,9
15,2,29,10,0.0,402,656,2,6,10,4
16,97,85,10,0.0,705,765,6,4,4,8
17,20,77,10,0.0,595,829,10,4,6,5
18,97,90,10,0.0,574,786,18,2,9,2
19,10,61,10,0.0,408,658,17,1,0,0
20,36,66,10,0.0,396,752,2,8,0,0
21,54,69,10,0.0,49,477,2,6,9,2
22,12,43,10,0.0,216,500,2,6,16,1
23,69,56,10,0.0,393,543,3,8,4,5
24,69,91,10,0.0,547,883,2,4,0,0
25,74,91,10,0.0,72,512,10,4,4,3
