0,35,35,0,0.0,0,230,0,0,0,0,0,0
1,89,96,10,0.0,82,146,15,2,13,2,0,0
2,64,21,10,0.0,60,158,12,2,7,2,3,3
3,14,71,10,0.0,99,117,2,5,10,1,0,0
4,20,27,10,0.0,100,168,16,2,8,3,0,0
5,70,77,10,0.0,84,90,2,3,0,0,0,0
6,95,2,10,0.0,86,112,2,3,0,0,0,0
7,45,52,10,0.0,87,185,2,4,0,0,0,0
8,33,15,10,0.0,115,199,2,4,0,0,0,0
9,83,65,10,0.0,106,174,15,1,0,0,0,0
10,58,40,10,0.0,114,178,2,5,13,1,0,0
11,8,90,10,0.0,33,221,2,6,14,2,0,0
12,11,43,10,0.0,74,136,2,8,9,2,3,5
13,61,93,10,0.0,73,157,6,2,4,3,4,3
14,86,18,10,0.0,66,128,6,4,4,4,10,1
15,36,68,10,0.0,124,134,2,3,0,0,0,0
16,48,5,10,0.0,28,112,7,3,4,7,0,0
17,98,55,10,0.0,81,119,2,6,6,4,0,0
18,73,30,10,0.0,140,216,7,4,4,3,3,6
19,23,80,10,0.0,52,118,2,8,8,4,3,8
20,17,24,10,0.0,91,157,2,5,11,2,0,0
21,67,74,10,0.0,109,145,6,2,0,0,0,0
22,92,49,10,0.0,125,141,11,1,2,3,3,4
23,42,99,10,0.0,65,73,9,2,4,5,16,2
24,30,37,10,0.0,41,147,6,3,8,2,0,0
25,80,87,10,0.0,96,190,7,2,8,1,4,2
