0,40,50,0,0.0,0,1236,0,0,0,0,0,0
1,67,77,90,0.0,0,241,6,2,0,0,0,0
2,65,76,90,0.0,790,1086,14,1,0,0,0,0
3,64,83,90,0.0,641,937,6,4,7,3,13,2
4,63,80,90,0.0,295,591,2,4,0,0,0,0
5,66,83,90,0.0,851,1147,14,2,4,8,0,0
6,61,83,90,0.0,886,1182,6,2,0,0,0,0
7,68,77,90,0.0,882,1178,6,3,16,1,0,0
8,63,81,90,0.0,702,998,7,2,0,0,0,0
9,66,81,90,0.0,598,894,2,3,0,0,0,0
10,43,40,90,0.0,34,330,13,1,4,2,14,2
11,39,39,90,0.0,941,1236,7,4,4,8,2,7
12,44,43,90,0.0,21,317,7,2,0,0,0,0
13,45,39,90,0.0,486,782,13,2,6,3,6,1
14,45,44,90,0.0,944,1236,14,1,0,0,0,0
15,41,43,90,0.0,878,1174,14,1,0,0,0,0
16,45,42,90,0.0,44,340,14,1,0,0,0,0
17,44,41,90,0.0,47,343,7,2,0,0,0,0
18,46,41,90,0.0,0,163,15,2,3,7,0,0
19,39,57,90,0.0,489,785,7,2,0,0,0,0
20,39,59,90,0.0,0,193,2,5,2,7,0,0
21,36,63,90,0.0,766,1062,2,5,4,6,0,0
22,41,62,90,0.0,223,519,11,2,8,2,7,1
23,36,60,90,0.0,574,870,2,4,0,0,0,0
24,39,58,90,0.0,870,1166,6,2,0,0,0,0
25,38,62,90,0.0,794,1090,14,1,0,0,0,0
