0,40,50,0,0.0,0,3390,0,0,0,0
1,76,49,90,0.0,838,1644,17,1,0,0
2,76,43,90,0.0,1416,2266,17,1,0,0
3,74,42,90,0.0,0,1364,13,2,15,1
4,81,33,90,0.0,178,1876,6,3,0,0
5,66,48,90,0.0,352,1110,7,2,0,0
6,81,50,90,0.0,2397,3067,6,5,12,2
7,75,50,90,0.0,1862,2398,2,5,0,0
8,67,47,90,0.0,615,2067,10,5,4,3
9,63,43,90,0.0,1216,2528,6,3,0,0
10,73,20,90,0.0,1525,1669,2,5,0,0
11,73,15,90,0.0,1692,2902,17,2,2,7
12,73,17,90,0.0,971,1139,12,2,9,2
13,71,23,90,0.0,1017,1813,17,2,3,4
14,72,25,90,0.0,1104,1978,18,1,0,0
15,76,25,90,0.0,0,2025,3,8,2,6
16,67,22,90,0.0,760,2626,7,5,12,1
17,69,25,90,0.0,1655,3133,6,5,2,9
18,73,21,90,0.0,62,1216,16,2,14,2
19,59,48,90,0.0,1506,3390,2,6,5,4
20,45,26,90,0.0,407,2335,10,5,10,3
21,45,33,90,0.0,842,2808,7,3,0,0
22,65,28,90,0.0,0,258,2,4,0,0
23,51,38,90,0.0,1105,1525,6,2,0,0
24,52,35,90,0.0,699,2855,2,5,0,0
25,61,42,90,0.0,747,937,2,7,9,1
26,62,39,90,0.0,932,2618,2,7,12,2
27,67,45,90,0.0,2839,3155,2,4,0,0
28,40,23,90,0.0,0,1451,2,9,0,0
29,44,12,90,0.0,0,714,16,2,17,1
30,38,27,90,0.0,1158,1868,6,2,0,0
31,48,12,90,0.0,2131,2407,7,4,6,4
32,42,25,90,0.0,141,861,7,3,0,0
33,53,27,90,0.0,203,847,6,5,15,1
34,50,25,90,0.0,0,1542,3,9,4,5
35,56,22,90,0.0,0,1182,11,1,0,0
36,43,11,90,0.0,1831,3390,17,1,0,0
37,50,77,90,0.0,0,1775,17,1,0,0
38,49,77,90,0.0,2689,3390,17,2,9,1
39,51,81,90,0.0,2152,3288,6,4,14,1
40,50,78,90,0.0,1419,2291,7,5,3,5
41,52,80,90,0.0,89,285,18,1,0,0
42,51,82,90,0.0,1096,2158,2,4,0,0
43,53,79,90,0.0,1252,2024,3,9,4,5
44,49,80,90,0.0,482,766,2,6,10,5
45,49,82,90,0.0,1945,3390,18,2,18,1
46,82,45,90,0.0,2110,3092,2,6,4,9
47,70,56,90,0.0,242,316,6,3,0,0
48,87,59,90,0.0,0,1108,2,8,0,0
49,84,49,90,0.0,1940,2798,17,1,0,0
50,66,60,90,0.0,2294,3006,16,2,2,5
