0,35,35,0,0.0,0,1000,0,0,0,0
1,51,15,10,0.0,4,928,10,4,7,2
2,1,65,10,0.0,391,975,2,4,0,0
3,2,0,10,0.0,198,328,6,3,0,0
4,52,50,10,0.0,0,487,18,2,8,4
5,77,25,10,0.0,0,472,2,4,0,0
6,27,75,10,0.0,248,298,2,4,0,0
7,40,38,10,0.0,350,636,2,5,0,0
8,90,88,10,0.0,228,694,2,5,0,0
9,65,13,10,0.0,875,901,17,1,0,0
10,15,63,10,0.0,792,860,2,6,15,1
11,21,32,10,0.0,136,1000,2,7,16,2
12,71,82,10,0.0,295,547,18,1,0,0
13,96,7,10,0.0,0,289,6,4,2,6
14,46,57,10,0.0,722,852,2,6,4,5
15,33,19,10,0.0,815,825,3,9,4,5
16,83,69,10,0.0,675,953,2,4,0,0
17,58,44,10,0.0,393,485,7,3,0,0
18,8,94,10,0.0,731,855,4,8,0,0
19,11,47,10,0.0,181,189,2,7,5,4
20,61,97,10,0.0,123,951,3,9,4,4
21,86,22,10,0.0,393,1000,17,1,0,0
22,36,72,10,0.0,0,1000,4,8,0,0
23,49,10,10,0.0,0,371,18,2,2,6
24,99,60,10,0.0,111,427,16,2,6,3
25,74,35,10,0.0,0,740,6,2,0,0
