0,40,50,0,0.0,0,960,0,0,0,0,0,0
1,33,38,10,0.0,269,471,2,8,12,1,2,3
2,34,33,10,0.0,106,326,2,3,0,0,0,0
3,29,35,10,0.0,535,723,2,6,16,2,0,0
4,32,35,10,0.0,468,806,2,7,2,8,5,2
5,28,36,10,0.0,729,960,14,1,3,5,4,5
6,33,37,10,0.0,700,960,7,4,2,5,5,2
7,33,36,10,0.0,183,287,11,1,6,2,6,4
8,27,34,10,0.0,808,960,6,2,0,0,0,0
9,30,37,10,0.0,127,305,6,3,4,6,0,0
10,56,90,10,0.0,610,804,7,3,4,6,0,0
11,55,87,10,0.0,213,395,12,2,4,5,6,2
12,56,87,10,0.0,321,617,7,3,2,8,0,0
13,38,64,10,0.0,0,208,2,4,0,0,0,0
14,51,0,10,0.0,303,431,14,2,7,4,0,0
15,39,98,10,0.0,560,674,7,3,8,2,0,0
16,33,92,10,0.0,320,452,6,2,4,2,3,4
17,42,76,10,0.0,0,176,6,3,4,4,0,0
18,25,43,10,0.0,0,85,15,1,0,0,0,0
19,37,36,10,0.0,0,108,2,3,0,0,0,0
20,84,66,10,0.0,132,260,6,3,3,5,0,0
21,87,36,10,0.0,637,923,2,8,8,1,10,1
22,35,76,10,0.0,773,865,2,6,4,4,0,0
23,87,99,10,0.0,64,298,16,2,3,7,0,0
24,71,70,10,0.0,245,581,6,2,0,0,0,0
25,3,76,10,0.0,0,236,2,4,0,0,0,0
