0,40,50,0,0.0,0,240,0,0,0,0
1,32,30,10,0.0,61,240,3,8,4,7
2,35,29,10,0.0,28,240,2,6,2,5
3,31,30,10,0.0,12,112,17,1,0,0
4,35,25,10,0.0,63,205,7,3,0,0
5,34,27,10,0.0,98,166,7,2,0,0
6,33,27,10,0.0,120,124,6,3,0,0
7,30,25,10,0.0,0,138,7,3,0,0
8,35,26,10,0.0,30,240,3,9,4,8
9,33,28,10,0.0,183,205,2,6,11,1
10,33,22,10,0.0,87,203,7,4,7,3
11,34,18,10,0.0,0,94,13,1,0,0
12,34,17,10,0.0,0,120,2,5,0,0
13,88,73,10,0.0,58,138,2,4,0,0
14,63,48,10,0.0,56,162,18,2,8,2
15,13,98,10,0.0,0,164,16,2,17,2
16,20,5,10,0.0,91,240,7,4,12,2
17,70,55,10,0.0,113,167,2,5,0,0
18,95,30,10,0.0,17,145,6,4,4,4
19,45,80,10,0.0,150,162,16,2,10,5
20,32,42,10,0.0,0,207,18,2,4,3
21,82,92,10,0.0,91,217,7,5,4,6
22,57,17,10,0.0,136,204,2,4,0,0
23,7,67,10,0.0,38,106,18,2,5,4
24,10,14,10,0.0,30,72,17,2,6,3
25,60,64,10,0.0,116,150,17,2,15,2
