0,35,35,0,0.0,0,230,0,0,0,0,0,0,0,0
1,55,66,10,0.0,121,230,13,2,3,6,7,1,11,1
2,88,68,10,0.0,36,136,2,4,2,6,13,2,0,0
3,90,39,10,0.0,6,116,12,2,8,3,4,6,3,3
4,70,60,10,0.0,97,125,2,3,2,3,0,0,0,0
5,30,73,10,0.0,143,211,4,2,7,1,0,0,0,0
6,22,31,10,0.0,47,93,4,2,2,6,0,0,0,0
7,45,81,10,0.0,28,78,2,3,5,1,0,0,0,0
8,59,9,10,0.0,0,148,5,1,0,0,0,0,0,0
9,96,41,10,0.0,45,157,13,2,3,4,14,1,6,3
10,65,54,10,0.0,68,158,2,2,0,0,0,0,0,0
11,75,94,10,0.0,86,194,4,2,4,7,0,0,0,0
12,32,84,10,0.0,56,192,4,1,0,0,0,0,0,0
13,84,27,10,0.0,10,188,4,2,11,2,0,0,0,0
14,83,8,10,0.0,105,143,4,6,2,4,11,1,7,3
15,44,92,10,0.0,0,197,4,3,6,3,6,1,0,0
16,60,66,10,0.0,0,197,5,4,9,2,2,3,4,3
17,36,22,10,0.0,39,129,2,2,0,0,0,0,0,0
18,4,61,10,0.0,81,169,2,2,0,0,0,0,0,0
19,87,40,10,0.0,57,131,2,5,2,4,13,1,5,1
20,1,42,10,0.0,122,212,5,4,8,1,4,4,6,2
21,14,19,10,0.0,149,215,2,3,8,3,0,0,0,0
22,37,65,10,0.0,115,119,8,4,3,3,8,3,4,6
23,51,72,10,0.0,34,100,4,6,14,1,0,0,0,0
24,39,43,10,0.0,114,188,4,4,2,4,14,2,5,2
25,79,27,10,0.0,159,177,13,1,8,3,0,0,0,0
