0,40,50,0,0.0,0,240,0,0,0,0,0,0
1,77,51,10,0.0,124,194,7,3,6,3,0,0
2,83,52,10,0.0,78,126,7,2,0,0,0,0
3,82,50,10,0.0,0,90,7,4,7,2,13,2
4,83,54,10,0.0,88,110,15,1,0,0,0,0
5,78,50,10,0.0,146,224,9,1,0,0,0,0
6,82,52,10,0.0,55,101,15,1,0,0,0,0
7,77,56,10,0.0,59,149,15,1,0,0,0,0
8,76,51,10,0.0,112,174,15,2,7,1,0,0
9,23,13,10,0.0,120,154,6,3,12,1,0,0
10,24,13,10,0.0,95,171,7,3,3,4,0,0
11,25,16,10,0.0,98,164,16,1,0,0,0,0
12,20,17,10,0.0,63,117,2,3,0,0,0,0
13,98,3,10,0.0,63,139,7,4,4,4,7,1
14,48,53,10,0.0,160,240,15,2,3,4,0,0
15,35,16,10,0.0,80,184,16,1,0,0,0,0
16,85,66,10,0.0,131,201,2,5,4,8,0,0
17,60,41,10,0.0,157,205,10,1,2,5,9,1
18,10,91,10,0.0,34,108,2,7,10,1,4,5
19,7,38,10,0.0,140,188,2,7,15,1,12,1
20,57,88,10,0.0,45,111,7,4,6,3,8,2
21,82,13,10,0.0,104,140,14,2,3,8,0,0
22,32,63,10,0.0,71,135,2,3,0,0,0,0
23,45,0,10,0.0,79,111,15,1,0,0,0,0
24,95,50,10,0.0,73,151,2,7,8,2,4,2
25,70,25,10,0.0,131,199,14,2,2,4,0,0
