0,35,35,0,0.0,0,230,0,0,0,0,0,0
1,15,15,10,0.0,77,155,16,2,2,3,0,0
2,58,89,10,0.0,0,189,7,4,16,2,2,6
3,62,87,10,0.0,95,213,16,2,7,3,9,2
4,18,95,10,0.0,148,156,2,6,14,1,0,0
5,39,50,10,0.0,144,230,16,1,0,0,0,0
6,25,52,10,0.0,63,123,10,1,0,0,0,0
7,58,10,10,0.0,107,139,16,1,0,0,0,0
8,81,3,10,0.0,152,164,2,8,14,2,15,2
9,15,18,10,0.0,126,194,2,5,3,5,0,0
10,58,64,10,0.0,51,131,2,6,2,3,0,0
11,75,34,10,0.0,48,112,14,1,0,0,0,0
12,11,25,10,0.0,108,230,2,4,0,0,0,0
13,50,0,10,0.0,52,98,6,3,2,3,0,0
14,58,86,10,0.0,71,187,2,3,0,0,0,0
15,47,57,10,0.0,38,132,7,3,10,1,0,0
16,6,81,10,0.0,123,181,2,3,0,0,0,0
17,31,96,10,0.0,56,150,6,3,3,7,0,0
18,73,17,10,0.0,78,132,7,4,4,8,8,1
19,33,60,10,0.0,63,129,12,2,5,2,0,0
20,2,62,10,0.0,0,136,16,2,4,2,0,0
21,96,43,10,0.0,86,172,7,3,7,1,0,0
22,94,78,10,0.0,30,154,14,2,4,7,0,0
23,28,7,10,0.0,111,155,6,4,15,2,3,4
24,27,60,10,0.0,6,142,16,1,0,0,0,0
25,4,44,10,0.0,65,187,2,5,2,5,0,0
26,99,20,10,0.0,65,85,2,8,12,1,2,3
27,96,23,10,0.0,88,90,2,3,0,0,0,0
28,18,13,10,0.0,97,230,2,6,16,2,0,0
29,65,37,10,0.0,154,162,2,7,2,8,5,2
30,23,31,10,0.0,127,157,14,1,3,5,4,5
31,5,8,10,0.0,40,210,7,4,2,5,5,2
32,20,20,10,0.0,0,120,11,1,6,2,6,4
33,45,2,10,0.0,113,191,6,2,0,0,0,0
34,82,24,10,0.0,0,114,6,3,4,6,0,0
35,48,21,10,0.0,1,230,7,3,4,6,0,0
36,89,43,10,0.0,63,81,12,2,4,5,6,2
37,24,8,10,0.0,112,230,7,3,2,8,0,0
38,60,69,10,0.0,95,230,2,4,0,0,0,0
39,76,46,10,0.0,144,178,14,2,7,4,0,0
40,52,42,10,0.0,105,121,7,3,8,2,0,0
41,72,45,10,0.0,64,164,6,2,4,2,3,4
42,60,96,10,0.0,134,158,6,3,4,4,0,0
43,7,46,10,0.0,12,124,15,1,0,0,0,0
44,90,74,10,0.0,60,222,2,3,0,0,0,0
45,64,75,10,0.0,85,209,6,3,3,5,0,0
46,51,81,10,0.0,0,142,2,8,8,1,10,1
47,97,70,10,0.0,27,139,2,6,4,4,0,0
48,37,68,10,0.0,92,150,16,2,3,7,0,0
49,99,9,10,0.0,71,187,6,2,0,0,0,0
50,32,85,10,0.0,94,158,2,4,0,0,0,0
