0,35,35,0,0.0,0,230,0,0,0,0
1,63,43,10,0.0,106,184,17,1,0,0
2,13,93,10,0.0,52,98,4,8,6,5
3,19,12,10,0.0,127,197,2,7,6,5
4,69,62,10,0.0,59,119,18,2,16,2
5,94,37,10,0.0,128,178,7,3,0,0
6,44,87,10,0.0,63,111,2,4,0,0
7,31,49,10,0.0,57,119,4,8,8,1
8,81,99,10,0.0,53,127,16,2,2,5
9,56,24,10,0.0,114,196,18,2,2,4
10,6,74,10,0.0,40,70,18,2,18,2
11,10,21,10,0.0,90,120,10,3,0,0
12,60,71,10,0.0,94,166,7,5,11,2
13,85,46,10,0.0,18,120,2,7,16,1
14,35,96,10,0.0,89,135,18,1,0,0
15,47,34,10,0.0,120,164,12,1,0,0
16,97,84,10,0.0,102,136,18,1,0,0
17,72,9,10,0.0,63,129,16,1,0,0
18,22,59,10,0.0,141,169,17,2,7,5
19,16,40,10,0.0,125,209,7,4,15,1
20,66,90,10,0.0,33,125,2,4,0,0
21,91,15,10,0.0,107,163,16,1,0,0
22,41,65,10,0.0,158,166,2,5,0,0
23,28,3,10,0.0,123,159,6,5,2,4
24,78,53,10,0.0,94,162,2,4,0,0
25,53,28,10,0.0,40,84,10,4,6,3
