0,40,50,0,0.0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,53,11,10,0.0,767,960,2,7,4,1,2,1,4,6,4,7,13,1,4,4,2,5,3,3,4,1,4,2,3,4,10,1,0,0,0,0
2,53,10,10,0.0,406,636,4,2,7,2,3,4,3,1,2,3,11,2,6,2,4,2,4,1,3,1,3,3,3,6,0,0,0,0,0,0
3,55,10,10,0.0,330,560,14,2,2,3,11,2,14,2,7,3,4,3,6,3,4,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0
4,52,10,10,0.0,746,960,9,2,4,3,10,1,10,1,3,4,5,4,3,2,9,2,7,3,4,2,5,3,0,0,0,0,0,0,0,0
5,52,13,10,0.0,188,418,2,6,5,1,2,3,7,1,3,3,4,2,5,3,7,1,8,2,4,4,10,2,2,4,5,4,0,0,0,0
6,52,14,10,0.0,163,393,13,2,4,3,4,3,4,2,11,1,6,4,2,7,6,2,6,1,3,4,0,0,0,0,0,0,0,0,0,0
7,51,11,10,0.0,277,507,4,4,3,5,2,4,2,5,4,1,3,4,8,2,2,1,3,7,11,1,2,5,0,0,0,0,0,0,0,0
8,55,11,10,0.0,0,186,5,2,4,1,4,6,11,2,6,4,12,1,4,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,54,13,10,0.0,118,348,8,1,5,1,2,4,3,2,2,4,6,2,3,3,9,2,2,6,8,1,0,0,0,0,0,0,0,0,0,0
10,14,51,10,0.0,13,243,6,2,3,4,6,1,13,2,6,3,3,5,2,3,2,2,3,4,13,1,4,5,3,2,5,1,0,0,0,0
11,13,48,10,0.0,469,699,2,5,12,1,4,4,2,5,7,2,11,1,2,4,4,5,5,2,3,3,3,1,2,3,7,1,0,0,0,0
12,13,46,10,0.0,181,411,5,2,4,2,9,1,4,6,7,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,17,43,10,0.0,232,462,4,1,3,1,4,6,2,4,12,2,11,2,4,5,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0
14,83,95,10,0.0,88,318,5,1,8,2,2,2,7,1,4,7,3,5,8,1,2,2,6,2,2,3,0,0,0,0,0,0,0,0,0,0
15,78,32,10,0.0,427,657,4,2,3,5,4,7,4,3,3,6,2,6,7,2,5,1,6,2,5,1,4,2,0,0,0,0,0,0,0,0
16,33,53,10,0.0,434,664,13,2,8,3,8,4,4,2,3,5,4,4,8,1,5,1,5,1,7,3,0,0,0,0,0,0,0,0,0,0
17,28,30,10,0.0,590,820,2,2,14,2,5,2,2,2,9,1,3,1,4,4,3,4,4,2,2,3,0,0,0,0,0,0,0,0,0,0
18,63,77,10,0.0,133,363,11,1,5,3,9,2,7,2,7,1,8,1,6,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,7,49,10,0.0,20,250,4,1,11,1,8,4,5,2,4,5,9,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,33,98,10,0.0,273,503,8,4,2,2,6,1,5,2,3,2,14,2,2,6,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
21,43,69,10,0.0,636,866,2,6,2,3,10,1,11,1,2,3,4,5,3,2,5,2,2,3,8,2,14,2,4,4,0,0,0,0,0,0
22,61,8,10,0.0,272,502,6,4,6,4,3,6,3,5,3,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,40,68,10,0.0,257,487,13,2,12,2,5,1,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,17,65,10,0.0,408,638,4,1,2,2,12,1,2,3,8,1,4,2,3,6,3,5,4,6,9,2,0,0,0,0,0,0,0,0,0,0
25,58,90,10,0.0,427,657,6,2,4,4,4,4,6,1,3,4,5,2,4,6,2,3,7,2,7,2,0,0,0,0,0,0,0,0,0,0
