0,35,35,0,0.0,0,1000,0,0,0,0
1,25,93,10,0.0,290,688,2,7,12,2
2,25,47,10,0.0,300,544,2,4,0,0
3,41,50,10,0.0,351,597,2,9,0,0
4,94,10,10,0.0,269,479,16,2,17,1
5,63,79,10,0.0,810,888,6,2,0,0
6,67,59,10,0.0,364,458,7,4,6,4
7,76,26,10,0.0,0,285,7,3,0,0
8,62,62,10,0.0,690,924,6,5,15,1
9,56,12,10,0.0,162,568,3,9,4,5
10,21,76,10,0.0,87,271,11,1,0,0
11,63,74,10,0.0,605,741,17,1,0,0
12,26,98,10,0.0,735,837,17,1,0,0
13,78,99,10,0.0,331,529,17,2,9,1
14,81,69,10,0.0,228,492,6,4,14,1
15,39,32,10,0.0,763,1000,7,5,3,5
16,14,31,10,0.0,586,736,18,1,0,0
17,4,64,10,0.0,29,229,2,4,0,0
18,47,22,10,0.0,393,763,3,9,4,5
19,53,17,10,0.0,142,546,2,6,10,5
20,80,67,10,0.0,507,723,18,2,18,1
21,82,31,10,0.0,195,441,2,6,4,9
22,25,99,10,0.0,186,622,6,3,0,0
23,89,66,10,0.0,194,408,2,8,0,0
24,98,95,10,0.0,375,649,17,1,0,0
25,9,39,10,0.0,359,667,16,2,2,5
