0,40,50,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,85,10,20,130,190,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,22,75,10,30,35,95,2,3,6,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,22,85,10,10,94,154,2,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,20,80,10,40,126,186,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20,85,10,20,40,100,5,3,3,3,9,2,6,1,4,6,0,0,0,0,0,0,0,0,0,0
6,18,75,10,20,80,140,2,3,8,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,75,10,20,64,124,11,2,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,15,80,10,10,76,136,2,5,2,1,2,2,4,2,4,2,0,0,0,0,0,0,0,0,0,0
9,10,35,10,20,76,136,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,40,10,30,104,164,4,3,6,1,12,2,2,1,4,2,0,0,0,0,0,0,0,0,0,0
11,8,40,10,40,44,104,2,5,6,2,4,6,3,5,3,2,0,0,0,0,0,0,0,0,0,0
12,8,45,10,20,49,109,5,2,2,1,4,1,4,1,6,1,0,0,0,0,0,0,0,0,0,0
13,5,35,10,10,127,187,2,3,6,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,5,45,10,10,35,95,3,2,11,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,40,10,20,43,103,2,4,5,1,11,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0
16,0,40,10,20,57,117,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,45,10,20,129,189,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,44,5,10,20,72,132,4,2,4,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,42,10,10,40,57,117,12,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,42,15,10,10,107,167,5,2,10,2,11,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
21,40,5,10,10,52,112,10,2,6,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,40,15,10,40,77,137,5,2,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,38,5,10,30,50,110,2,3,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,38,15,10,10,133,193,6,3,2,3,3,3,5,2,3,3,0,0,0,0,0,0,0,0,0,0
25,35,5,10,20,124,184,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
