0,40,50,0,0,0,3390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,75,90,10,302,479,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,45,70,90,30,157,428,4,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,62,69,90,10,1138,1355,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,60,66,90,10,1247,1434,16,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,42,65,90,10,15,208,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,42,90,20,209,944,18,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,58,70,90,20,1059,1246,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,34,60,90,20,2035,3288,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,28,70,90,10,2090,3271,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,35,66,90,10,2311,3283,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,35,69,90,10,2428,3127,2,6,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,25,85,90,20,1772,2625,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,22,75,90,30,2135,2834,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,22,85,90,10,1586,2625,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,20,80,90,40,1858,2733,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20,85,90,40,1512,2515,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,18,75,90,20,1895,2886,14,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,15,75,90,20,1299,2344,10,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,15,80,90,10,1461,2372,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,30,50,90,10,10,963,2,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,30,56,90,20,2062,3288,2,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,28,52,90,20,12,752,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,14,66,90,10,1316,2129,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,25,50,90,10,15,532,6,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,22,66,90,40,2177,2990,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,8,62,90,10,1036,2213,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,23,52,90,10,17,602,2,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,55,90,20,1010,2043,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,20,50,90,10,20,948,17,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,20,55,90,10,63,702,18,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,10,35,90,20,309,1412,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,10,40,90,30,336,1009,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,8,40,90,40,234,1295,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,8,45,90,20,954,1897,6,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,35,90,10,377,1534,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,5,45,90,10,819,1846,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,40,90,20,494,1607,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,40,90,30,637,1648,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,45,90,20,834,1641,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,36,18,90,10,1468,2329,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,35,32,90,10,2480,3195,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,33,32,90,20,2421,3070,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,33,35,90,10,2368,2937,7,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,32,20,90,10,1621,2364,2,7,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,30,30,90,10,1805,2564,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,34,25,90,30,1782,2395,6,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,30,35,90,10,2242,2877,3,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,36,40,90,10,2605,3266,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,48,20,90,10,812,1281,2,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,26,32,90,10,1842,2901,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
